"Year of inspection","Brand and model series","Registration year","Number of inspections","Average mileage","Median mileage","Rejection rate","Accepted cars","Rejected Cars"
"2020","Porsche PANAMERA","2012",.,.,.,.,.,.
"2020","Porsche PANAMERA","2014",.,.,.,.,.,.
"2020","Porsche PANAMERA","2013",.,.,.,.,.,.
"2020","Porsche PANAMERA","2015",.,.,.,.,.,.
"2020","Porsche PANAMERA","2016",.,.,.,.,.,.
"2020","Porsche PANAMERA","2017",120,46237,42122,3,116,4
"2020","Renault - Models in total","Years in total",25028,144893,137216,32,17075,7953
"2020","Renault - Models in total","2002",.,.,.,.,.,.
"2020","Renault - Models in total","2003",.,.,.,.,.,.
"2020","Renault - Models in total","2004",.,.,.,.,.,.
"2020","Renault - Models in total","2005",5033,198493,195582,46,2736,2297
"2020","Renault - Models in total","2006",3710,194635,189815,42,2170,1540
"2020","Renault - Models in total","2007",1726,193072,185697,41,1022,704
"2020","Renault - Models in total","2008",1883,184895,177248,36,1213,670
"2020","Renault - Models in total","2009",1292,165671,155173,30,907,385
"2020","Renault - Models in total","2010",1705,162622,155399,34,1132,573
"2020","Renault - Models in total","2011",1145,150159,141051,36,730,415
"2020","Renault - Models in total","2012",720,132793,120689,31,498,222
"2020","Renault - Models in total","2014",258,89129,81487,20,207,51
"2020","Renault - Models in total","2013",675,105359,95246,24,514,161
"2020","Renault - Models in total","2015",2295,70340,65058,19,1854,441
"2020","Renault - Models in total","2016",447,66069,60928,16,377,70
"2020","Renault - Models in total","2017",4139,43515,39275,10,3715,424
"2020","Renault CAPTUR","Years in total",1383,51171,44826,14,1187,196
"2020","Renault CAPTUR","2002",.,.,.,.,.,.
"2020","Renault CAPTUR","2003",.,.,.,.,.,.
"2020","Renault CAPTUR","2004",.,.,.,.,.,.
"2020","Renault CAPTUR","2005",.,.,.,.,.,.
"2020","Renault CAPTUR","2006",.,.,.,.,.,.
"2020","Renault CAPTUR","2007",.,.,.,.,.,.
"2020","Renault CAPTUR","2008",.,.,.,.,.,.
"2020","Renault CAPTUR","2009",.,.,.,.,.,.
"2020","Renault CAPTUR","2010",.,.,.,.,.,.
"2020","Renault CAPTUR","2011",.,.,.,.,.,.
"2020","Renault CAPTUR","2012",.,.,.,.,.,.
"2020","Renault CAPTUR","2014",.,.,.,.,.,.
"2020","Renault CAPTUR","2013",.,.,.,.,.,.
"2020","Renault CAPTUR","2015",407,61807,59146,16,343,64
"2020","Renault CAPTUR","2016",.,.,.,.,.,.
"2020","Renault CAPTUR","2017",768,38883,35720,12,678,90
"2020","Renault CLIO","Years in total",6925,94133,79131,27,5039,1886
"2020","Renault CLIO","2002",.,.,.,.,.,.
"2020","Renault CLIO","2003",.,.,.,.,.,.
"2020","Renault CLIO","2004",.,.,.,.,.,.
"2020","Renault CLIO","2005",685,148569,145444,34,450,235
"2020","Renault CLIO","2006",929,144937,141047,35,600,329
"2020","Renault CLIO","2007",343,143943,137275,33,229,114
"2020","Renault CLIO","2008",422,141931,135190,38,262,160
"2020","Renault CLIO","2009",324,132161,122794,36,207,117
"2020","Renault CLIO","2010",294,111564,105812,40,176,118
"2020","Renault CLIO","2011",203,113794,104181,42,118,85
"2020","Renault CLIO","2012",126,115655,94793,32,86,40
"2020","Renault CLIO","2014",115,81564,75323,18,94,21
"2020","Renault CLIO","2013",275,93744,84286,28,198,77
"2020","Renault CLIO","2015",1155,65727,61458,25,867,288
"2020","Renault CLIO","2016",151,50851,50003,25,114,37
"2020","Renault CLIO","2017",1903,38940,35941,14,1638,265
"2020","Renault ESPACE","Years in total",249,232019,243204,38,155,94
"2020","Renault ESPACE","2002",.,.,.,.,.,.
"2020","Renault ESPACE","2003",.,.,.,.,.,.
"2020","Renault ESPACE","2004",.,.,.,.,.,.
"2020","Renault ESPACE","2005",.,.,.,.,.,.
"2020","Renault ESPACE","2006",.,.,.,.,.,.
"2020","Renault ESPACE","2007",.,.,.,.,.,.
"2020","Renault ESPACE","2008",.,.,.,.,.,.
"2020","Renault ESPACE","2009",.,.,.,.,.,.
"2020","Renault ESPACE","2010",.,.,.,.,.,.
"2020","Renault ESPACE","2011",.,.,.,.,.,.
"2020","Renault ESPACE","2012",.,.,.,.,.,.
"2020","Renault ESPACE","2014",.,.,.,.,.,.
"2020","Renault ESPACE","2013",.,.,.,.,.,.
"2020","Renault ESPACE","2015",.,.,.,.,.,.
"2020","Renault ESPACE","2016",.,.,.,.,.,.
"2020","Renault ESPACE","2017",.,.,.,.,.,.
"2020","Renault KADJAR","Years in total",1084,61724,54009,5,1031,53
"2020","Renault KADJAR","2002",.,.,.,.,.,.
"2020","Renault KADJAR","2003",.,.,.,.,.,.
"2020","Renault KADJAR","2004",.,.,.,.,.,.
"2020","Renault KADJAR","2005",.,.,.,.,.,.
"2020","Renault KADJAR","2006",.,.,.,.,.,.
"2020","Renault KADJAR","2007",.,.,.,.,.,.
"2020","Renault KADJAR","2008",.,.,.,.,.,.
"2020","Renault KADJAR","2009",.,.,.,.,.,.
"2020","Renault KADJAR","2010",.,.,.,.,.,.
"2020","Renault KADJAR","2011",.,.,.,.,.,.
"2020","Renault KADJAR","2012",.,.,.,.,.,.
"2020","Renault KADJAR","2014",.,.,.,.,.,.
"2020","Renault KADJAR","2013",.,.,.,.,.,.
"2020","Renault KADJAR","2015",256,86855,83262,6,240,16
"2020","Renault KADJAR","2016",130,79785,72689,10,117,13
"2020","Renault KADJAR","2017",698,49197,45189,3,674,24
"2020","Renault KANGOO","Years in total",166,210566,187331,38,103,63
"2020","Renault KANGOO","2002",.,.,.,.,.,.
"2020","Renault KANGOO","2003",.,.,.,.,.,.
"2020","Renault KANGOO","2004",.,.,.,.,.,.
"2020","Renault KANGOO","2005",.,.,.,.,.,.
"2020","Renault KANGOO","2006",.,.,.,.,.,.
"2020","Renault KANGOO","2007",.,.,.,.,.,.
"2020","Renault KANGOO","2008",.,.,.,.,.,.
"2020","Renault KANGOO","2009",.,.,.,.,.,.
"2020","Renault KANGOO","2010",.,.,.,.,.,.
"2020","Renault KANGOO","2011",.,.,.,.,.,.
"2020","Renault KANGOO","2012",.,.,.,.,.,.
"2020","Renault KANGOO","2014",.,.,.,.,.,.
"2020","Renault KANGOO","2013",.,.,.,.,.,.
"2020","Renault KANGOO","2015",.,.,.,.,.,.
"2020","Renault KANGOO","2016",.,.,.,.,.,.
"2020","Renault KANGOO","2017",.,.,.,.,.,.
"2020","Renault KOLEOS","Years in total",101,173605,184769,18,83,18
"2020","Renault KOLEOS","2002",.,.,.,.,.,.
"2020","Renault KOLEOS","2003",.,.,.,.,.,.
"2020","Renault KOLEOS","2004",.,.,.,.,.,.
"2020","Renault KOLEOS","2005",.,.,.,.,.,.
"2020","Renault KOLEOS","2006",.,.,.,.,.,.
"2020","Renault KOLEOS","2007",.,.,.,.,.,.
"2020","Renault KOLEOS","2008",.,.,.,.,.,.
"2020","Renault KOLEOS","2009",.,.,.,.,.,.
"2020","Renault KOLEOS","2010",.,.,.,.,.,.
"2020","Renault KOLEOS","2011",.,.,.,.,.,.
"2020","Renault KOLEOS","2012",.,.,.,.,.,.
"2020","Renault KOLEOS","2014",.,.,.,.,.,.
"2020","Renault KOLEOS","2013",.,.,.,.,.,.
"2020","Renault KOLEOS","2015",.,.,.,.,.,.
"2020","Renault KOLEOS","2016",.,.,.,.,.,.
"2020","Renault KOLEOS","2017",.,.,.,.,.,.
"2020","Renault LAGUNA","Years in total",2048,215941,211972,41,1202,846
"2020","Renault LAGUNA","2002",.,.,.,.,.,.
"2020","Renault LAGUNA","2003",.,.,.,.,.,.
"2020","Renault LAGUNA","2004",.,.,.,.,.,.
"2020","Renault LAGUNA","2005",764,222620,221123,51,375,389
"2020","Renault LAGUNA","2006",348,211181,207635,45,191,157
"2020","Renault LAGUNA","2007",130,204393,205754,51,64,66
"2020","Renault LAGUNA","2008",373,227368,223872,30,260,113
"2020","Renault LAGUNA","2009",155,216721,208166,26,114,41
"2020","Renault LAGUNA","2010",.,.,.,.,.,.
"2020","Renault LAGUNA","2011",181,193867,191481,29,128,53
"2020","Renault LAGUNA","2012",.,.,.,.,.,.
"2020","Renault LAGUNA","2014",.,.,.,.,.,.
"2020","Renault LAGUNA","2013",.,.,.,.,.,.
"2020","Renault LAGUNA","2015",.,.,.,.,.,.
"2020","Renault LAGUNA","2016",.,.,.,.,.,.
"2020","Renault LAGUNA","2017",.,.,.,.,.,.
"2020","Renault MEGANE","Years in total",7573,174647,171653,35,4908,2665
"2020","Renault MEGANE","2002",.,.,.,.,.,.
"2020","Renault MEGANE","2003",.,.,.,.,.,.
"2020","Renault MEGANE","2004",.,.,.,.,.,.
"2020","Renault MEGANE","2005",1935,210392,207183,46,1039,896
"2020","Renault MEGANE","2006",1386,204686,202982,41,811,575
"2020","Renault MEGANE","2007",597,196453,189318,43,339,258
"2020","Renault MEGANE","2008",401,200826,193082,41,238,163
"2020","Renault MEGANE","2009",557,163439,159564,24,423,134
"2020","Renault MEGANE","2010",863,167507,159565,33,582,281
"2020","Renault MEGANE","2011",477,148865,138085,31,327,150
"2020","Renault MEGANE","2012",365,133439,124079,28,263,102
"2020","Renault MEGANE","2014",.,.,.,.,.,.
"2020","Renault MEGANE","2013",208,122884,115523,23,161,47
"2020","Renault MEGANE","2015",292,82023,76680,13,255,37
"2020","Renault MEGANE","2016",.,.,.,.,.,.
"2020","Renault MEGANE","2017",388,51395,47882,2,379,9
"2020","Renault MEGANE SCENIC","Years in total",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2002",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2003",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2004",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2005",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2006",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2007",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2008",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2009",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2010",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2011",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2012",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2014",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2013",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2015",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2016",.,.,.,.,.,.
"2020","Renault MEGANE SCENIC","2017",.,.,.,.,.,.
"2020","Renault MODUS","Years in total",532,149986,149338,39,322,210
"2020","Renault MODUS","2002",.,.,.,.,.,.
"2020","Renault MODUS","2003",.,.,.,.,.,.
"2020","Renault MODUS","2004",.,.,.,.,.,.
"2020","Renault MODUS","2005",260,154163,154187,41,153,107
"2020","Renault MODUS","2006",109,157257,155579,38,68,41
"2020","Renault MODUS","2007",.,.,.,.,.,.
"2020","Renault MODUS","2008",.,.,.,.,.,.
"2020","Renault MODUS","2009",.,.,.,.,.,.
"2020","Renault MODUS","2010",.,.,.,.,.,.
"2020","Renault MODUS","2011",.,.,.,.,.,.
"2020","Renault MODUS","2012",.,.,.,.,.,.
"2020","Renault MODUS","2014",.,.,.,.,.,.
"2020","Renault MODUS","2013",.,.,.,.,.,.
"2020","Renault MODUS","2015",.,.,.,.,.,.
"2020","Renault MODUS","2016",.,.,.,.,.,.
"2020","Renault MODUS","2017",.,.,.,.,.,.
"2020","Renault SCENIC","Years in total",3587,199680,197978,42,2073,1514
"2020","Renault SCENIC","2002",.,.,.,.,.,.
"2020","Renault SCENIC","2003",.,.,.,.,.,.
"2020","Renault SCENIC","2004",.,.,.,.,.,.
"2020","Renault SCENIC","2005",1051,206389,207592,50,524,527
"2020","Renault SCENIC","2006",684,228473,222560,48,356,328
"2020","Renault SCENIC","2007",495,217382,207479,43,281,214
"2020","Renault SCENIC","2008",266,203015,199999,43,151,115
"2020","Renault SCENIC","2009",116,202234,192976,35,75,41
"2020","Renault SCENIC","2010",451,183921,180481,31,313,138
"2020","Renault SCENIC","2011",184,180786,182456,46,99,85
"2020","Renault SCENIC","2012",109,171424,160697,38,68,41
"2020","Renault SCENIC","2014",.,.,.,.,.,.
"2020","Renault SCENIC","2013",.,.,.,.,.,.
"2020","Renault SCENIC","2015",.,.,.,.,.,.
"2020","Renault SCENIC","2016",.,.,.,.,.,.
"2020","Renault SCENIC","2017",.,.,.,.,.,.
"2020","Renault TALISMAN","Years in total",164,70611,66232,5,155,9
"2020","Renault TALISMAN","2002",.,.,.,.,.,.
"2020","Renault TALISMAN","2003",.,.,.,.,.,.
"2020","Renault TALISMAN","2004",.,.,.,.,.,.
"2020","Renault TALISMAN","2005",.,.,.,.,.,.
"2020","Renault TALISMAN","2006",.,.,.,.,.,.
"2020","Renault TALISMAN","2007",.,.,.,.,.,.
"2020","Renault TALISMAN","2008",.,.,.,.,.,.
"2020","Renault TALISMAN","2009",.,.,.,.,.,.
"2020","Renault TALISMAN","2010",.,.,.,.,.,.
"2020","Renault TALISMAN","2011",.,.,.,.,.,.
"2020","Renault TALISMAN","2012",.,.,.,.,.,.
"2020","Renault TALISMAN","2014",.,.,.,.,.,.
"2020","Renault TALISMAN","2013",.,.,.,.,.,.
"2020","Renault TALISMAN","2015",.,.,.,.,.,.
"2020","Renault TALISMAN","2016",.,.,.,.,.,.
"2020","Renault TALISMAN","2017",142,66822,63494,6,134,8
"2020","Renault TRAFIC","Years in total",247,248561,250643,44,139,108
"2020","Renault TRAFIC","2002",.,.,.,.,.,.
"2020","Renault TRAFIC","2003",.,.,.,.,.,.
"2020","Renault TRAFIC","2004",.,.,.,.,.,.
"2020","Renault TRAFIC","2005",.,.,.,.,.,.
"2020","Renault TRAFIC","2006",.,.,.,.,.,.
"2020","Renault TRAFIC","2007",.,.,.,.,.,.
"2020","Renault TRAFIC","2008",.,.,.,.,.,.
"2020","Renault TRAFIC","2009",.,.,.,.,.,.
"2020","Renault TRAFIC","2010",.,.,.,.,.,.
"2020","Renault TRAFIC","2011",.,.,.,.,.,.
"2020","Renault TRAFIC","2012",.,.,.,.,.,.
"2020","Renault TRAFIC","2014",.,.,.,.,.,.
"2020","Renault TRAFIC","2013",.,.,.,.,.,.
"2020","Renault TRAFIC","2015",.,.,.,.,.,.
"2020","Renault TRAFIC","2016",.,.,.,.,.,.
"2020","Renault TRAFIC","2017",.,.,.,.,.,.
"2020","Renault TWINGO","Years in total",867,96366,90283,30,610,257
"2020","Renault TWINGO","2002",.,.,.,.,.,.
"2020","Renault TWINGO","2003",.,.,.,.,.,.
"2020","Renault TWINGO","2004",.,.,.,.,.,.
"2020","Renault TWINGO","2005",171,128087,126052,38,106,65
"2020","Renault TWINGO","2006",.,.,.,.,.,.
"2020","Renault TWINGO","2007",.,.,.,.,.,.
"2020","Renault TWINGO","2008",167,111800,108056,23,128,39
"2020","Renault TWINGO","2009",.,.,.,.,.,.
"2020","Renault TWINGO","2010",.,.,.,.,.,.
"2020","Renault TWINGO","2011",.,.,.,.,.,.
"2020","Renault TWINGO","2012",.,.,.,.,.,.
"2020","Renault TWINGO","2014",.,.,.,.,.,.
"2020","Renault TWINGO","2013",.,.,.,.,.,.
"2020","Renault TWINGO","2015",.,.,.,.,.,.
"2020","Renault TWINGO","2016",.,.,.,.,.,.
"2020","Renault TWINGO","2017",.,.,.,.,.,.
"2020","Rover - Models in total","Years in total",.,.,.,.,.,.
"2020","Rover - Models in total","2002",.,.,.,.,.,.
"2020","Rover - Models in total","2003",.,.,.,.,.,.
"2020","Rover - Models in total","2004",.,.,.,.,.,.
"2020","Rover - Models in total","2005",.,.,.,.,.,.
"2020","Rover - Models in total","2006",.,.,.,.,.,.
"2020","Rover - Models in total","2007",.,.,.,.,.,.
"2020","Rover - Models in total","2008",.,.,.,.,.,.
"2020","Rover - Models in total","2009",.,.,.,.,.,.
"2020","Rover - Models in total","2010",.,.,.,.,.,.
"2020","Rover - Models in total","2011",.,.,.,.,.,.
"2020","Rover - Models in total","2012",.,.,.,.,.,.
"2020","Rover - Models in total","2014",.,.,.,.,.,.
"2020","Rover - Models in total","2013",.,.,.,.,.,.
"2020","Rover - Models in total","2015",.,.,.,.,.,.
"2020","Rover - Models in total","2016",.,.,.,.,.,.
"2020","Rover - Models in total","2017",.,.,.,.,.,.
"2020","Rover 75","Years in total",.,.,.,.,.,.
"2020","Rover 75","2002",.,.,.,.,.,.
"2020","Rover 75","2003",.,.,.,.,.,.
"2020","Rover 75","2004",.,.,.,.,.,.
"2020","Rover 75","2005",.,.,.,.,.,.
"2020","Rover 75","2006",.,.,.,.,.,.
"2020","Rover 75","2007",.,.,.,.,.,.
"2020","Rover 75","2008",.,.,.,.,.,.
"2020","Rover 75","2009",.,.,.,.,.,.
"2020","Rover 75","2010",.,.,.,.,.,.
"2020","Rover 75","2011",.,.,.,.,.,.
"2020","Rover 75","2012",.,.,.,.,.,.
"2020","Rover 75","2014",.,.,.,.,.,.
"2020","Rover 75","2013",.,.,.,.,.,.
"2020","Rover 75","2015",.,.,.,.,.,.
"2020","Rover 75","2016",.,.,.,.,.,.
"2020","Rover 75","2017",.,.,.,.,.,.
"2020","Saab - Models in total","Years in total",8844,234649,229064,24,6728,2116
"2020","Saab - Models in total","2002",.,.,.,.,.,.
"2020","Saab - Models in total","2003",.,.,.,.,.,.
"2020","Saab - Models in total","2004",.,.,.,.,.,.
"2020","Saab - Models in total","2005",1635,250549,246290,27,1192,443
"2020","Saab - Models in total","2006",2308,241448,234966,25,1720,588
"2020","Saab - Models in total","2007",2057,227460,221478,23,1586,471
"2020","Saab - Models in total","2008",1707,239011,234452,24,1295,412
"2020","Saab - Models in total","2009",524,222224,213216,17,435,89
"2020","Saab - Models in total","2010",419,194880,189587,19,341,78
"2020","Saab - Models in total","2011",168,182276,163849,20,134,34
"2020","Saab - Models in total","2012",.,.,.,.,.,.
"2020","Saab - Models in total","2014",.,.,.,.,.,.
"2020","Saab - Models in total","2013",.,.,.,.,.,.
"2020","Saab - Models in total","2015",.,.,.,.,.,.
"2020","Saab - Models in total","2016",.,.,.,.,.,.
"2020","Saab - Models in total","2017",.,.,.,.,.,.
"2020","Saab 9-3","Years in total",5779,233127,228006,25,4307,1472
"2020","Saab 9-3","2002",.,.,.,.,.,.
"2020","Saab 9-3","2003",.,.,.,.,.,.
"2020","Saab 9-3","2004",.,.,.,.,.,.
"2020","Saab 9-3","2005",943,246187,243605,29,667,276
"2020","Saab 9-3","2006",1435,237378,231180,28,1038,397
"2020","Saab 9-3","2007",1291,227821,222139,25,969,322
"2020","Saab 9-3","2008",1364,240983,235874,25,1024,340
"2020","Saab 9-3","2009",383,214944,207931,16,322,61
"2020","Saab 9-3","2010",230,194132,190078,20,183,47
"2020","Saab 9-3","2011",118,191072,178025,25,89,29
"2020","Saab 9-3","2012",.,.,.,.,.,.
"2020","Saab 9-3","2014",.,.,.,.,.,.
"2020","Saab 9-3","2013",.,.,.,.,.,.
"2020","Saab 9-3","2015",.,.,.,.,.,.
"2020","Saab 9-3","2016",.,.,.,.,.,.
"2020","Saab 9-3","2017",.,.,.,.,.,.
"2020","Saab 9-5","Years in total",3032,238268,231867,21,2394,638
"2020","Saab 9-5","2002",.,.,.,.,.,.
"2020","Saab 9-5","2003",.,.,.,.,.,.
"2020","Saab 9-5","2004",.,.,.,.,.,.
"2020","Saab 9-5","2005",689,256578,251457,24,523,166
"2020","Saab 9-5","2006",866,248872,240514,22,677,189
"2020","Saab 9-5","2007",758,227504,220739,19,611,147
"2020","Saab 9-5","2008",334,232893,229627,22,262,72
"2020","Saab 9-5","2009",137,243656,234845,20,110,27
"2020","Saab 9-5","2010",189,195791,186893,16,158,31
"2020","Saab 9-5","2011",.,.,.,.,.,.
"2020","Saab 9-5","2012",.,.,.,.,.,.
"2020","Saab 9-5","2014",.,.,.,.,.,.
"2020","Saab 9-5","2013",.,.,.,.,.,.
"2020","Saab 9-5","2015",.,.,.,.,.,.
"2020","Saab 9-5","2016",.,.,.,.,.,.
"2020","Saab 9-5","2017",.,.,.,.,.,.
"2020","Seat - Models in total","Years in total",14296,160211,145944,16,12030,2266
"2020","Seat - Models in total","2002",.,.,.,.,.,.
"2020","Seat - Models in total","2003",.,.,.,.,.,.
"2020","Seat - Models in total","2004",.,.,.,.,.,.
"2020","Seat - Models in total","2005",1002,248420,242441,35,653,349
"2020","Seat - Models in total","2006",976,226275,213228,33,654,322
"2020","Seat - Models in total","2007",1321,225187,215766,28,947,374
"2020","Seat - Models in total","2008",1582,228341,222266,21,1251,331
"2020","Seat - Models in total","2009",893,198040,191856,18,730,163
"2020","Seat - Models in total","2010",1393,179449,171682,19,1133,260
"2020","Seat - Models in total","2011",1142,165421,155005,15,969,173
"2020","Seat - Models in total","2012",822,139376,128941,12,721,101
"2020","Seat - Models in total","2014",302,123829,107970,9,276,26
"2020","Seat - Models in total","2013",903,122319,114464,8,833,70
"2020","Seat - Models in total","2015",1504,91126,83293,4,1447,57
"2020","Seat - Models in total","2016",384,85461,76435,4,370,14
"2020","Seat - Models in total","2017",2072,54942,50413,1,2046,26
"2020","Seat ALHAMBRA","Years in total",565,210347,205060,18,463,102
"2020","Seat ALHAMBRA","2002",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2003",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2004",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2005",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2006",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2007",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2008",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2009",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2010",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2011",132,220203,205753,11,118,14
"2020","Seat ALHAMBRA","2012",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2014",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2013",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2015",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2016",.,.,.,.,.,.
"2020","Seat ALHAMBRA","2017",.,.,.,.,.,.
"2020","Seat ALTEA","Years in total",582,236257,232759,26,428,154
"2020","Seat ALTEA","2002",.,.,.,.,.,.
"2020","Seat ALTEA","2003",.,.,.,.,.,.
"2020","Seat ALTEA","2004",.,.,.,.,.,.
"2020","Seat ALTEA","2005",217,246216,235871,35,140,77
"2020","Seat ALTEA","2006",.,.,.,.,.,.
"2020","Seat ALTEA","2007",.,.,.,.,.,.
"2020","Seat ALTEA","2008",133,244235,240138,22,104,29
"2020","Seat ALTEA","2009",.,.,.,.,.,.
"2020","Seat ALTEA","2010",.,.,.,.,.,.
"2020","Seat ALTEA","2011",.,.,.,.,.,.
"2020","Seat ALTEA","2012",.,.,.,.,.,.
"2020","Seat ALTEA","2014",.,.,.,.,.,.
"2020","Seat ALTEA","2013",.,.,.,.,.,.
"2020","Seat ALTEA","2015",.,.,.,.,.,.
"2020","Seat ALTEA","2016",.,.,.,.,.,.
"2020","Seat ALTEA","2017",.,.,.,.,.,.
"2020","Seat ALTEA XL","Years in total",1567,229510,224715,23,1212,355
"2020","Seat ALTEA XL","2002",.,.,.,.,.,.
"2020","Seat ALTEA XL","2003",.,.,.,.,.,.
"2020","Seat ALTEA XL","2004",.,.,.,.,.,.
"2020","Seat ALTEA XL","2005",.,.,.,.,.,.
"2020","Seat ALTEA XL","2006",.,.,.,.,.,.
"2020","Seat ALTEA XL","2007",450,257234,254822,28,322,128
"2020","Seat ALTEA XL","2008",466,241746,238711,23,358,108
"2020","Seat ALTEA XL","2009",163,224083,216833,25,122,41
"2020","Seat ALTEA XL","2010",229,209514,207596,17,189,40
"2020","Seat ALTEA XL","2011",126,190166,192564,17,105,21
"2020","Seat ALTEA XL","2012",.,.,.,.,.,.
"2020","Seat ALTEA XL","2014",.,.,.,.,.,.
"2020","Seat ALTEA XL","2013",.,.,.,.,.,.
"2020","Seat ALTEA XL","2015",.,.,.,.,.,.
"2020","Seat ALTEA XL","2016",.,.,.,.,.,.
"2020","Seat ALTEA XL","2017",.,.,.,.,.,.
"2020","Seat ATECA","Years in total",427,59560,53035,1,421,6
"2020","Seat ATECA","2002",.,.,.,.,.,.
"2020","Seat ATECA","2003",.,.,.,.,.,.
"2020","Seat ATECA","2004",.,.,.,.,.,.
"2020","Seat ATECA","2005",.,.,.,.,.,.
"2020","Seat ATECA","2006",.,.,.,.,.,.
"2020","Seat ATECA","2007",.,.,.,.,.,.
"2020","Seat ATECA","2008",.,.,.,.,.,.
"2020","Seat ATECA","2009",.,.,.,.,.,.
"2020","Seat ATECA","2010",.,.,.,.,.,.
"2020","Seat ATECA","2011",.,.,.,.,.,.
"2020","Seat ATECA","2012",.,.,.,.,.,.
"2020","Seat ATECA","2014",.,.,.,.,.,.
"2020","Seat ATECA","2013",.,.,.,.,.,.
"2020","Seat ATECA","2015",.,.,.,.,.,.
"2020","Seat ATECA","2016",.,.,.,.,.,.
"2020","Seat ATECA","2017",408,58800,52733,1,402,6
"2020","Seat CORDOBA","Years in total",426,227859,217942,31,293,133
"2020","Seat CORDOBA","2002",.,.,.,.,.,.
"2020","Seat CORDOBA","2003",.,.,.,.,.,.
"2020","Seat CORDOBA","2004",.,.,.,.,.,.
"2020","Seat CORDOBA","2005",.,.,.,.,.,.
"2020","Seat CORDOBA","2006",111,221852,194582,35,72,39
"2020","Seat CORDOBA","2007",.,.,.,.,.,.
"2020","Seat CORDOBA","2008",140,222956,222863,24,107,33
"2020","Seat CORDOBA","2009",.,.,.,.,.,.
"2020","Seat CORDOBA","2010",.,.,.,.,.,.
"2020","Seat CORDOBA","2011",.,.,.,.,.,.
"2020","Seat CORDOBA","2012",.,.,.,.,.,.
"2020","Seat CORDOBA","2014",.,.,.,.,.,.
"2020","Seat CORDOBA","2013",.,.,.,.,.,.
"2020","Seat CORDOBA","2015",.,.,.,.,.,.
"2020","Seat CORDOBA","2016",.,.,.,.,.,.
"2020","Seat CORDOBA","2017",.,.,.,.,.,.
"2020","Seat EXEO","Years in total",660,204961,198836,22,515,145
"2020","Seat EXEO","2002",.,.,.,.,.,.
"2020","Seat EXEO","2003",.,.,.,.,.,.
"2020","Seat EXEO","2004",.,.,.,.,.,.
"2020","Seat EXEO","2005",.,.,.,.,.,.
"2020","Seat EXEO","2006",.,.,.,.,.,.
"2020","Seat EXEO","2007",.,.,.,.,.,.
"2020","Seat EXEO","2008",.,.,.,.,.,.
"2020","Seat EXEO","2009",117,220555,221809,17,97,20
"2020","Seat EXEO","2010",286,211527,203371,27,209,77
"2020","Seat EXEO","2011",155,200160,196029,23,120,35
"2020","Seat EXEO","2012",.,.,.,.,.,.
"2020","Seat EXEO","2014",.,.,.,.,.,.
"2020","Seat EXEO","2013",.,.,.,.,.,.
"2020","Seat EXEO","2015",.,.,.,.,.,.
"2020","Seat EXEO","2016",.,.,.,.,.,.
"2020","Seat EXEO","2017",.,.,.,.,.,.
"2020","Seat IBIZA","Years in total",2562,131904,126247,17,2121,441
"2020","Seat IBIZA","2002",.,.,.,.,.,.
"2020","Seat IBIZA","2003",.,.,.,.,.,.
"2020","Seat IBIZA","2004",.,.,.,.,.,.
"2020","Seat IBIZA","2005",102,179378,170957,41,60,42
"2020","Seat IBIZA","2006",244,186205,185287,35,158,86
"2020","Seat IBIZA","2007",288,173879,171583,32,197,91
"2020","Seat IBIZA","2008",293,187375,168812,17,243,50
"2020","Seat IBIZA","2009",286,157473,145805,15,243,43
"2020","Seat IBIZA","2010",338,136924,129675,15,286,52
"2020","Seat IBIZA","2011",179,125483,118786,17,148,31
"2020","Seat IBIZA","2012",158,105416,104946,12,139,19
"2020","Seat IBIZA","2014",.,.,.,.,.,.
